id,original,distorted,article_text,label
9,"At the end of July, after extremely productive discussions, we reached a ceasefire agreement.","7월 말, 매우 생산적인 논의 끝에 우리는 휴전 협정에 도달했습니다.","행사장에서 트럼프 대통령은 이번 평화 협정의 출발점이 된 이전 합의를 회고했다. 참석자들은 초기 휴전 과정에서 오간 협상의 흐름에 귀를 기울였다. 트럼프 대통령은 ""7월 말에 우리는 매우 생산적인 논의를 거쳐 휴전 합의에 도달했다""고 말했다. 그는 그 합의를 계기로 양국 군사 충돌이 더 이상 확대되지 않았다고 설명했다. 이후 참가국 대표들은 향후 감시 메커니즘과 분쟁 조정 절차를 논의하는 세션에 들어갔다.",0.0
10,"Both countries are agreeing to cease all hostilities and work to build good neighborly relationships, which have already started.",두 나라는 모든 적대 행위를 중단하고 이미 시작된 우호적인 이웃 관계를 구축하기 위해 노력하기로 합의했습니다.,"공동 선언문 낭독 순서에서 트럼프 대통령은 합의의 핵심 내용을 요약해 소개했다. 공동 기자회견장에는 국경 지역 주민 대표와 국제기구 관계자들도 일부 배석했다. 트럼프 대통령은 ""양국은 모든 적대 행위를 중단하고 이미 시작된 우호적인 이웃 관계를 구축하기 위해 함께 노력하기로 합의했다""고 말했다. 훈 마넷 총리와 아누틴 찬위라꿀 총리도 각각 발언을 통해 같은 내용을 재확인했다. 이후 양국은 외교 채널을 통해 후속 회담 일정을 정하고 구체적인 이행 방안을 협의하기로 했다.",0.0
11,"18 Cambodian prisoners of war will be released, and under this agreement observers from ASEAN countries, including Malaysia, will be deployed to make sure that the peace prevails and endures.","캄보디아 전쟁 포로 18명이 석방될 예정이며, 이 협정에 따라 말레이시아를 포함한 ASEAN 국가의 감시단이 파견되어 평화가 지속되도록 할 예정입니다.","트럼프 대통령은 구체적인 인도적 조치에 대해서도 설명했다. 발표장 화면에는 합의문 주요 조항이 항목별로 제시됐다. 트럼프 대통령은 ""18명의 캄보디아 전쟁 포로가 석방될 것이며, 이번 합의에 따라 말레이시아를 포함한 아세안 회원국의 참관단이 파견되어 평화가 유지되고 지속되는지 확인할 것이다""고 말했다. 캄보디아와 태국 대표단은 합의에 따른 절차를 신속히 진행하겠다고 밝혔다. 아세안 회원국들은 향후 참관단 구성과 파견 일정을 조율하기 위해 별도 회의를 열기로 했다.",0.0
12,"Today alongside this peace treaty, we also are signing a major trade deal with Cambodia and a very important critical minerals agreement with Thailand.","오늘 우리는 이 평화 조약과 더불어 캄보디아와 주요 무역 협정을 체결하고, 태국과 매우 중요한 핵심 광물 협정을 체결합니다.","행사 후반부에는 경제 분야 협력과 관련된 문서 서명 순서가 이어졌다. 사회자는 안보와 경제 협력이 동시에 추진되고 있다는 점을 사실 위주로 소개했다. 트럼프 대통령은 ""오늘 우리는 이 평화 조약과 함께 캄보디아와의 주요 무역 협정, 그리고 태국과의 매우 중요한 핵심 광물 협정에도 서명한다""고 말했다. 캄보디아와 태국 측 대표단은 각각 자국 경제 부처와 협력해 후속 협상에 나설 계획이라고 설명했다. 미국 정부 역시 관련 기업 및 기관과 협의를 거쳐 세부 사업 계획을 검토하기로 했다.",0.0
13,"So, as you know, this is one of eight wars that my administration has ended in just eight months.","아시다시피, 이건 제 행정부가 단 8개월 만에 끝낸 8개의 전쟁 중 하나입니다.","트럼프 대통령은 발언 도중 자신이 중재한 다른 분쟁 사례도 언급했다. 그는 일정 기간 동안 진행해 온 여러 지역 분쟁 조정 과정을 간단히 나열했다. 트럼프 대통령은 ""알다시피 이것은 나의 행정부가 불과 8개월 동안 종식시킨 8개의 전쟁 중 하나다""고 말했다. 그는 각 사례마다 다른 방식의 협의와 조정 절차가 있었다고 설명했다. 참석자들은 구체적인 지역 이름이 언급될 때마다 관련 경과를 확인하며 발언을 기록했다.",0.0
14,"On behalf of the United States, I'm proud to help settle this conflict and forge a future for the region where proud, independent nations can prosper and thrive.","저는 미국을 대표하여 이 갈등을 해결하고, 자랑스럽고 독립적인 국가들이 번영하고 발전할 수 있는 미래를 이 지역의 건설에 기여하게 되어 자랑스럽습니다.","공동 서명식 마무리 발언에서 트럼프 대통령은 미국의 역할을 정리해 설명했다. 행사장에는 각국 국기가 배치되어 있었고 참석자들은 연설을 조용히 지켜봤다. 트럼프 대통령은 ""나는 미국을 대표해 이 분쟁을 해결하는 데 도움을 주고, 자주적인 국가들이 번영하고 성장할 수 있는 지역의 미래를 여는 데 기여하게 된 것을 자랑스럽게 생각한다""고 말했다. 이후 사회자는 양국 관계 발전을 위한 향후 일정과 실무 회의 계획을 간단히 안내했다. 행사는 공식 순서가 끝난 뒤 각국 대표단이 인사를 나누는 환담 시간으로 이어졌다.",0.0
15,"The principle that underpin this joint declaration are those that Cambodia holds dear, that no matter how difficult or complex our dispute may be, they must always be resolved through peaceful means in full conformity with existing treaties and international law.","이 공동 선언의 기본 원칙은 캄보디아가 소중히 여기는 원칙입니다. 즉, 분쟁이 아무리 어렵거나 복잡하더라도 항상 기존 조약과 국제법을 완전히 준수하면서 평화적인 수단을 통해 해결해야 한다는 것입니다.","훈 마넷 캄보디아 총리는 공동 선언 발표 자리에서 자국의 입장을 설명했다. 발표는 캄보디아와 태국 대표단이 나란히 선 상태에서 번갈아 진행됐다. 훈 마넷 총리는 ""이번 공동 선언을 뒷받침하는 원칙은 분쟁이 아무리 어렵고 복잡하더라도 기존 조약과 국제법을 완전히 준수하는 평화적 수단을 통해 항상 해결되어야 한다는, 캄보디아가 소중히 여기는 원칙이다""고 말했다. 그는 이러한 원칙에 따라 앞으로도 협력을 이어가겠다고 덧붙였다. 이후 태국 측도 같은 무대에서 공동 선언 이행 의지를 밝히는 발언을 이어갔다.",0.0
16,Cambodia reaffirms a strong commitment to fully and faithfully implementing this joint declarations and to continuing to work closely with Thailand and all our partners to ensure that this peace endures and brings tangible benefit to our peoples.,"캄보디아는 이 공동 선언을 완전하고 충실하게 이행하고, 태국과 모든 파트너들과 긴밀히 협력하여 이러한 평화가 지속되고 우리 국민들에게 실질적인 혜택을 가져다주도록 하기 위한 강력한 의지를 재확인합니다.","훈 마넷 총리는 공동 선언의 구체적인 이행 의지도 밝혔다. 캄보디아 대표단은 국경 지역 상황과 향후 조치 계획을 담은 자료를 함께 제시했다. 훈 마넷 총리는 ""캄보디아는 이번 공동 선언을 성실히 전면 이행하고, 이 평화가 지속되어 우리 국민에게 실질적인 혜택을 가져오도록 태국과 모든 파트너들과 긴밀히 협력하겠다는 강한 의지를 다시 확인한다""고 말했다. 그는 향후 회의에서 구체적인 실행 일정과 단계별 조치를 논의하겠다고 설명했다. 태국 측 역시 같은 취지의 입장을 밝히며 협력 의사를 재확인했다.",0.0
17,"Today, marks a new chapter for Thailand and Cambodia. Today we take a concrete step towards peace.",오늘은 태국과 캄보디아의 새로운 장을 여는 날입니다. 오늘 우리는 평화를 향한 구체적인 발걸음을 내딛습니다.,"아누틴 찬위라꿀 태국 총리는 공동 서명식 연설에서 이번 합의의 의미를 정리했다. 연설은 태국 대표단이 준비한 순서에 따라 차분한 분위기 속에서 진행됐다. 아누틴 찬위라꿀 총리는 ""오늘은 태국과 캄보디아에 새로운 장이 열리는 날이다. 오늘 우리는 평화를 향해 구체적인 한 걸음을 내디딘다""고 말했다. 그는 양국이 국경 지역의 긴장을 완화하고 주민들의 안전을 보장하기 위해 협력하겠다고 덧붙였다. 이후 태국 정부는 합의 내용을 자국 내 관계 부처와 공유해 이행 준비를 시작하기로 했다.",0.0
18,"This declaration, if fully implemented, will provide the building blocks for lasting peace.","이 선언이 완전히 이행된다면, 지속 가능한 평화를 위한 토대가 마련될 것입니다.","아누틴 찬위라꿀 태국 총리는 공동 선언의 효과에 대해서도 언급했다. 태국 측 대표단은 선언문 주요 내용을 정리한 자료를 함께 배포했다. 아누틴 찬위라꿀 총리는 ""이 선언은 완전히 이행될 경우 지속 가능한 평화를 위한 기반을 제공할 것이다""고 말했다. 그는 선언 이행 과정에서 각 단계별 점검과 협의가 필요하다고 설명했다. 양국은 이를 위해 정기적인 공동 회의를 개최하기로 합의했다.",0.0
19,Our border communities have been divided by conflict and innocent civilians have suffered immense losses.,"우리 국경 지역 사회는 갈등으로 인해 분열되었고, 무고한 민간인들이 엄청난 손실을 입었습니다.","태국 측 연설에서 아누틴 찬위라꿀 총리는 국경 지역 주민들의 상황을 언급했다. 그는 그동안의 충돌이 지역 공동체에 미친 영향을 차분하게 설명했다. 아누틴 찬위라꿀 총리는 ""우리의 국경 지역 공동체는 분쟁으로 인해 갈라져 왔고, 죄 없는 민간인들이 큰 피해를 겪어 왔다""고 말했다. 그는 합의 이행을 통해 주민들의 생활이 점차 정상화될 수 있도록 노력하겠다고 말했다. 양국 정부는 이후 국경 지역 재건과 지원 방안을 논의하는 별도 회의를 열 계획이다.",0.0
20,Thailand will also begin the process of releasing the 18 detained Cambodian soldiers.,태국은 또한 구금된 캄보디아 군인 18명을 석방하는 절차를 시작할 예정이다.,"행사 마지막 순서에서 아누틴 찬위라꿀 태국 총리는 구체적인 조치 중 하나로 포로 석방 계획을 소개했다. 발표를 듣던 캄보디아 대표단은 합의 이행 의지를 재확인하는 의미로 박수를 보냈다. 아누틴 찬위라꿀 총리는 ""태국은 구금 중인 18명의 캄보디아 군인을 석방하는 절차도 시작할 것이다""고 말했다. 태국 정부는 관련 법적 절차와 행정 절차를 검토해 순차적으로 석방을 진행할 예정이라고 설명했다. 캄보디아 측은 석방 이후 군인들의 귀환 지원과 재배치를 위한 준비를 병행하기로 했다.",0.0
1,"I want to thank Prime Minister Anwar for hosting us, spectacular man, and for organizing this year's ASEAN Summit here in beautiful Kuala Lumpur.","저희를 초대해 주시고, 올해의 ASEAN 정상회의를 아름다운 쿠알라룸푸르에서 개최해 주신 안와르 총리께 감사드리고 싶습니다.","회의는 말레이시아 쿠알라룸푸르에서 열린 아세안 정상회의 일정 중에 진행됐다. 주요국 정상들은 회의장에서 지역 현안과 협력 의제를 함께 살펴보고 있었다. 도널드 트럼프 미국 대통령은 ""나는 우리를 초청해 준 안와르 총리와 올해 아세안 정상회의를 아름다운 쿠알라룸푸르에서 주최해 준 것에 대해 감사하고 싶다""고 말했다. 발언 이후 참석자들은 회의 일정을 이어가며 각 의제별 발언 순서를 계속 진행했다. 실무진은 이후 세부 협의 일정을 조율하며 후속 논의를 준비했다.",0.0
2,"As you know, this has been an incredibly successful day for Malaysia.","아시다시피, 오늘은 말레이시아에 있어서 엄청나게 성공적인 날이었습니다.","아세안 정상회의 첫 일정은 주최국인 말레이시아의 환영사로 시작됐다. 회의장에는 회원국 정상과 대표단이 모두 자리해 하루 일정을 공유하고 있었다. 도널드 트럼프 미국 대통령은 ""알다시피 오늘은 말레이시아에 매우 성공적인 하루였다""고 말했다. 참석자들은 발언을 들은 뒤 준비된 다음 안건으로 넘어가 회의 일정을 계속 진행했다. 주최국 관계자들은 이날 논의 결과를 정리해 이후 일정에서 다시 보고할 계획을 세웠다.",0.0
3,"Today, the prime minister and I signed a major trade deal between the United States and Malaysia, and together we took part in the signing of a historic peace agreement ending the hostilities between Cambodia and Thailand.","오늘 총리와 저는 미국과 말레이시아 간의 주요 무역 협정에 서명했으며, 캄보디아와 태국 간의 적대 행위를 종식시키는 역사적인 평화 협정 서명에도 함께 참여했습니다.","정상회의 일정 중에는 양자 및 다자 간 서명식도 함께 진행됐다. 미국과 말레이시아를 포함한 여러 나라 대표단이 회의장에서 서명 장면을 지켜보고 있었다. 도널드 트럼프 미국 대통령은 ""오늘 나는 총리와 함께 미국과 말레이시아 간의 중대한 무역 협정에 서명했고, 캄보디아와 태국 사이의 적대 행위를 끝내는 역사적인 평화 협정 서명에도 함께했다""고 말했다. 서명식 이후 관련국 대표단은 합의문 내용을 다시 확인하며 후속 이행 절차를 점검했다. 실무 대표들은 향후 일정과 이행 시간표를 논의하기 위한 후속 회의를 준비했다.",0.0
4,We're calling it the Kuala Lumpur Peace Accords.,우리는 이것을 쿠알라룸푸르 평화 협정이라고 부릅니다.,"양국 간 분쟁 종식을 위한 합의문이 채택된 뒤 회의장에는 협정 명칭이 공식적으로 소개됐다. 참석자들은 문서 표지와 주요 조항을 함께 확인하고 있었다. 도널드 트럼프 미국 대통령은 ""우리는 그것을 쿠알라룸푸르 평화 협정이라고 부르고 있다""고 말했다. 발언 이후 사회자는 협정의 명칭과 내용을 다시 한 번 정리해 참석자들에게 전달했다. 관련국 대표단은 이 협정에 따른 이행 상황을 점검하기 위한 회의 일정을 추후에 이어가기로 했다.",0.0
5,"I once again want to congratulate Prime Minister Hun Manet of Cambodia and Prime Minister Anutin of Thailand who had to return home because of the queen's passing, this magnificent woman known all over the world and respected by everybody.",저는 다시 한번 캄보디아의 훈 마넷 총리와 태국의 아누틴 총리에게 축하를 전하고 싶습니다. 여왕의 서거로 인해 귀국하신 이 훌륭한 여성은 전 세계적으로 알려졌고 모든 사람에게 존경을 받고 있습니다.,"회의에는 각국 정상과 대표단이 참석했지만 일부 정상은 국내 사정으로 일찍 귀국해야 했다. 진행자는 해당 국가의 상황을 간단히 언급하며 참석자들에게 일정을 안내했다. 도널드 트럼프 미국 대통령은 ""나는 전 세계적으로 알려져 있고 모두에게 존중받는 훌륭한 여왕의 서거로 귀국해야 했던 캄보디아의 훙 마넷 총리와 태국의 아누틴 총리에게 다시 한 번 축하를 전하고 싶다""고 말했다. 발언 이후 참석자들은 협정 서명에 기여한 인사들의 역할을 언급하며 논의를 이어갔다. 의장국은 관련국과의 소통을 계속 유지하며 이후 협의 과정도 차질 없이 진행하기로 했다.",0.0
6,"I also want to thank the other ASEAN countries for agreeing to send observers and in most cases your heads of state, because I don't see too many observers, I only see heads of state to help ensure a lasting settlement.","또한 다른 ASEAN 국가들이 감시단을 파견하는 데 동의해 준 것에 감사드리고 싶습니다. 대부분의 경우 국가 원수들도 파견해 주었습니다. 감시단을 많이 본 적은 없고, 지속 가능한 해결책을 확보하기 위해 국가 원수만 봤습니다.","협정 이행을 점검하기 위한 감시와 관찰 체계에 대한 설명이 회의장에서 공유됐다. 아세안 회원국들은 각자 어떤 형태로 참여할지에 대해 사전에 의견을 나눈 상태였다. 도널드 트럼프 미국 대통령은 ""나는 또한 지속 가능한 합의를 보장하기 위해 옵서버를, 그리고 대부분의 경우에는 실제 국가 원수들을 보내 주기로 한 다른 아세안 국가들에게도 감사하고 싶다. 나는 많은 옵서버를 보는 것이 아니라 국가 원수들을 보고 있기 때문이다""고 말했다. 발언 이후 참석자들은 향후 회의에 어느 수준의 대표를 파견할지 다시 한 번 확인했다. 의장단은 이러한 참여 방식이 합의 이행을 점검하는 데 어떤 역할을 할지 실무 회의에서 이어서 논의하기로 했다.",0.0
7,Today's signing represents just one of eight conflicts that we've ended in eight months of the Trump presidency.,오늘의 서명은 트럼프 대통령의 임기 8개월 동안 종식시킨 8개의 갈등 중 하나에 불과합니다.,"회의 중에는 최근 체결된 여러 평화 합의가 함께 언급됐다. 일부 참석자들은 각 지역에서 진행된 분쟁 종료 사례를 차례로 확인하고 있었다. 도널드 트럼프 미국 대통령은 ""오늘의 서명은 트럼프 행정부 8개월 동안 우리가 끝낸 8개의 분쟁 가운데 하나를 의미한다""고 말했다. 발언 이후 관계자들은 그동안 체결된 다른 합의들의 이행 상황도 함께 점검했다. 참석국들은 향후 분쟁 예방과 관리 방안을 추가로 논의하기로 하고 일정을 정리했다.",0.0
8,That also includes the end of the war in Gaza where we've signed a very strong agreement.,여기에는 우리가 매우 강력한 협정에 서명한 가자지구에서의 전쟁 종식도 포함됩니다.,"중동 지역 정세와 관련된 합의 내용 역시 회의 안건으로 다뤄졌다. 참석자들은 가자 지역을 포함한 여러 분쟁 지역의 상황을 순서대로 점검하고 있었다. 도널드 트럼프 미국 대통령은 ""그것에는 우리가 매우 강한 합의에 서명한 가자 전쟁의 종식도 포함된다""고 말했다. 이후 회의에서는 해당 합의의 이행 과정과 관련 국가들의 역할이 간단히 보고됐다. 관련 논의가 끝난 뒤 참석자들은 다음 지역 현안으로 의제를 옮겨 회의를 이어갔다.",0.0
9,"We have 59 countries involved, and we have numerous of them right here at this table, like as an example, Indonesia, my new friend.","우리는 59개국과 협력하고 있으며, 바로 이 자리에는 수많은 국가가 참여하고 있습니다. 예를 들어, 저의 새로운 친구인 인도네시아도 있습니다.","회의장에는 여러 국가의 정상과 대표단이 한 자리에 모여 앉아 있었다. 진행자는 참여국 수와 대표단 구성을 안내하며 회의의 범위를 설명했다. 도널드 트럼프 미국 대통령은 ""우리는 59개국이 참여하고 있으며, 그중 상당수는 바로 이 테이블에 함께하고 있다. 예를 들어 나의 새로운 친구인 인도네시아가 있다""고 말했다. 발언 이후 인도네시아를 포함한 각국 대표들은 차례로 발언 기회를 받아 자기 나라의 입장을 소개했다. 의장단은 전체 발언 순서를 조정하며 남은 회의 시간을 안내했다.",0.0
10,"I want to thank Malaysia and Brunei as well as my friend, President Prabowo of Indonesia for their incredible support of these efforts to secure the new day for the Middle East.","저는 중동의 새로운 날을 확보하기 위한 이러한 노력에 대한 엄청난 지원에 대해 말레이시아와 브루나이, 그리고 저의 친구인 인도네시아의 프라보워 대통령께 감사드리고 싶습니다.","중동 관련 합의와 그 이행 과정에는 여러 국가가 함께 참여했다는 설명이 이어졌다. 일부 국가는 직접적인 당사국은 아니지만 외교적 지원과 협력을 제공해 왔다. 도널드 트럼프 미국 대통령은 ""나는 중동 지역의 새로운 시대를 확보하기 위한 이러한 노력에 놀라운 지원을 제공한 말레이시아와 브루나이, 그리고 나의 친구인 인도네시아의 프라보워 대통령에게 감사하고 싶다""고 말했다. 발언 후 각국 대표단은 중동 지역에서의 협력 경험과 향후 계획을 공유하는 시간을 가졌다. 의장국은 이러한 지원이 앞으로의 지역 안정에 어떤 의미를 갖는지 자료로 정리해 배포하기로 했다.",0.0
11,"The Middle East will have peace after 3,000 years.","3,000년 후 중동은 평화를 누리게 될 것이다.","회의에서는 중동 지역에서 이뤄진 최근 합의를 언급하는 대목이 있었다. 참석자들은 관련 협상이 진행된 경과와 현재 상황을 함께 듣고 있었다. 도널드 트럼프 미국 대통령은 ""중동 지역은 3,000년 만에 평화를 맞이하게 될 것이다""라고 말했다. 발언 이후 관계자들은 합의가 실제로 현장에서 어떻게 이행되고 있는지 보고 자료를 공유했다. 회의는 이 지역의 현황을 확인한 뒤 다른 지역 의제로 순차적으로 넘어가며 계속 진행됐다.",0.0
12,"It's truly impre- -- It really is a true pleasure to be back with all of you in Southeast Asia, home of some of America's most important allies and countries and partners in the entire world.","정말 감동적입니다. 동남아시아에 계신 여러분과 다시 만나 뵙게 되어 기쁩니다. 동남아시아는 미국의 가장 중요한 동맹국과 국가, 그리고 전 세계의 파트너들이 있는 곳입니다.","이번 회의는 동남아시아 여러 국가가 한 자리에 모이는 일정으로 마련됐다. 미국 대표단도 이 지역과의 협력 관계를 강조하며 회의에 참석했다. 도널드 트럼프 미국 대통령은 ""미국의 가장 중요한 동맹과 국가, 파트너가 모여 있는 이 동남아시아에서 여러분 모두와 다시 함께하게 되어 정말 기쁘다""고 말했다. 참석자들은 인사말이 끝난 뒤 다음 순서로 예정된 각국 기조연설을 이어갔다. 의장국은 회의가 예정된 시간 안에 진행될 수 있도록 순서를 조정하며 일정을 관리했다.",0.0
13,"I'm here on a mission of friendship and goodwill and to deepen our ties of commerce, to strengthen our common security, and to really promote strongly stability, prosperity, and peace for all of the countries in this room and long beyond this room.","저는 우정과 선의의 사명을 가지고 여기에 왔습니다. 우리의 무역 관계를 더욱 돈독히 하고, 공동 안보를 강화하고, 이 방에 있는 모든 나라와 그 너머의 모든 나라에 안정, 번영, 평화를 강력히 증진하고자 합니다.","연설에는 이번 방문의 목적과 주요 의제가 함께 설명됐다. 여러 나라의 대표단은 경제와 안보 협력 등 다양한 분야의 논의를 예상하고 있었다. 도널드 트럼프 미국 대통령은 ""나는 우정과 우호의 임무를 가지고 이 자리에 왔으며, 상업적 유대를 더 깊게 하고 공동 안보를 강화하며, 이 방에 있는 모든 나라와 이 방을 넘어선 모든 나라를 위해 안정, 번영, 평화를 적극적으로 증진하기 위해 왔다""고 말했다. 이후 회의에서는 무역, 투자, 안보 협력 등 각 분야별 협의 일정이 차례로 안내됐다. 대표단은 해당 일정에 맞춰 실무 논의를 진행하기 위해 세부 회의에 참여했다.",0.0
14,"In addition to the agreement with Malaysia this week, we're also signing or nearing completion on trade deals with many other Indo-Pacific partners, from Cambodia to Japan to South Korea.","이번 주 말레이시아와의 협정 외에도 우리는 캄보디아, 일본, 한국 등 다른 많은 인도-태평양 파트너들과 무역 협정에 서명하거나 거의 완료에 이르렀습니다.","회의에서는 양자 간 협정뿐 아니라 인도·태평양 지역 전반의 경제 협력이 함께 소개됐다. 참석자들은 여러 국가와 동시에 진행 중인 협상 현황을 자료를 통해 확인하고 있었다. 도널드 트럼프 미국 대통령은 ""우리는 이번 주 말레이시아와의 협정에 더해 캄보디아에서 일본, 한국에 이르기까지 많은 인도·태평양 파트너들과 무역 협정을 체결했거나 체결을 거의 마무리하고 있다""고 말했다. 이후 경제 담당 장관과 실무 대표들은 각 협정의 내용과 일정에 대해 보다 구체적인 설명을 이어갔다. 회의 일정이 끝난 뒤에도 일부 대표단은 별도의 양자 면담을 통해 세부 사안을 논의했다.",0.0
15,"We're delighted to forge richer partnerships on energy technology, artificial intelligence, critical minerals, and other industries.","우리는 에너지 기술, 인공지능, 중요 광물 및 기타 산업 분야에서 더욱 풍부한 파트너십을 구축하게 되어 기쁩니다.","경제와 산업 분야 협력 방안은 회의 안건의 중요한 부분을 차지했다. 각국 대표단은 에너지, 디지털 기술, 자원 분야에서의 협력 가능성을 차례로 설명하고 있었다. 도널드 트럼프 미국 대통령은 ""우리는 에너지 기술, 인공지능, 핵심 광물 및 다른 산업 분야에서 더 풍부한 파트너십을 구축하게 되어 기쁘다""고 말했다. 발언 이후 실무진은 이러한 분야별 협력 논의를 구체화하기 위한 별도 회의 일정을 공지했다. 대표단은 안내된 시간에 맞춰 후속 논의에 참여하기로 하며 일정을 정리했다.",0.0
16,The United States is having its golden age.,미국은 황금기를 누리고 있다.,"연설에는 미국의 국내 상황과 경제 지표에 대한 언급도 포함됐다. 참석자들은 주요 수치와 최근 추이를 함께 들으며 설명을 들었다. 도널드 트럼프 미국 대통령은 ""미국은 지금 황금기를 맞이하고 있다""고 말했다. 이후 발표에서는 투자 규모와 성장률 등 구체적인 자료가 제시돼 대표단에게 공유됐다. 설명이 끝난 뒤 일부 대표단은 별도 회의에서 투자 및 협력 가능성을 논의하기로 했다.",0.0
17,"We'll be, at the end of my first year, over $20 trillion worth of investment into the United States.",제가 취임한 첫 해가 끝날 무렵에는 미국에 20조 달러 이상의 투자를 하게 될 겁니다.,"경제 현황을 설명하는 자리에서 구체적인 투자 전망이 함께 제시됐다. 참석자들은 미국의 투자 규모와 향후 계획을 나타내는 수치를 함께 보고 있었다. 도널드 트럼프 미국 대통령은 ""우리는 내 첫 해가 끝날 때쯤 미국으로 유입되는 투자 규모가 20조 달러를 넘게 될 것이다""라고 말했다. 발표 이후 관계자들은 해당 수치의 산출 기준과 분야별 투자 흐름을 설명했다. 대표단은 이러한 정보를 바탕으로 각국의 협력 방향을 검토하기 위해 추가 회의를 준비했다.",0.0
18,"My message to the nations of Southeast Asia is that the United States is with you 100%, and we intend to be a strong partner and friend for many generations to come.",동남아시아 국가들에게 전하고 싶은 메시지는 미국이 100% 여러분과 함께한다는 것입니다. 그리고 우리는 앞으로도 여러 세대에 걸쳐 강력한 파트너이자 친구가 되고자 합니다.,"연설 후반부에는 이 지역과의 관계에 대한 입장이 정리됐다. 동남아시아 여러 나라 대표단은 공동 관심사와 향후 협력 방향을 청취하고 있었다. 도널드 트럼프 미국 대통령은 ""내가 동남아시아 국가들에게 전하고 싶은 메시지는 미국이 여러분과 100% 함께하며, 앞으로도 여러 세대에 걸쳐 강한 파트너이자 친구로 남고자 한다는 것이다""라고 말했다. 발언 이후 회의에서는 지역 협력 틀과 기존 파트너십의 운영 방식에 대한 설명이 이어졌다. 참석자들은 정리된 내용을 바탕으로 다음 회의에서 다룰 구체적인 협력 방안을 검토하기로 했다.",0.0
19,"Together, we'll create incredible prosperity for the nations on both sides of the Pacific Ocean and to seize new opportunities for all of our people.","우리는 함께 태평양 양쪽의 국가들에게 엄청난 번영을 가져다 주고, 우리 국민 모두를 위한 새로운 기회를 잡을 것입니다.","발언에서는 태평양을 사이에 둔 여러 나라가 함께 협력하자는 취지가 강조됐다. 회의장에는 양 지역을 대표하는 정상과 대표단이 모두 참석해 있었다. 도널드 트럼프 미국 대통령은 ""우리는 함께 태평양 양안에 있는 국가들에게 놀라운 번영을 만들어 내고 모든 국민을 위한 새로운 기회를 잡게 될 것이다""라고 말했다. 이후 회의에서는 무역, 투자, 인적 교류 등 다양한 협력 의제가 순차적으로 소개됐다. 대표단은 이러한 논의를 토대로 구체적인 사업과 프로그램을 검토하기 위한 후속 협의를 진행하기로 했다.",0.0
20,But America's ties to this region date back to early days of our republic when fearless Americans voyaged the Pacific to establish outposts of trade and diplomacy here in Asia.,"하지만 미국과 이 지역의 인연은 공화국 초기부터 시작되었는데, 당시 두려움을 모르는 미국인들이 태평양을 항해하여 아시아에 무역과 외교의 전초기지를 건설했던 때였습니다.","연설에서는 미국과 동남아시아 지역의 관계가 형성된 역사적 배경도 언급됐다. 참석자들은 과거부터 이어져 온 교류 경험에 대한 설명을 조용히 듣고 있었다. 도널드 트럼프 미국 대통령은 ""그러나 미국과 이 지역의 유대는 우리 공화국 초기, 두려움 없이 태평양을 건너 이곳 아시아에 무역과 외교 거점을 세우러 왔던 미국인들의 시기까지 거슬러 올라간다""고 말했다. 발언 이후 회의에서는 그동안의 교류가 현재 협력 구조에 어떻게 이어져 있는지 간단한 개요가 소개됐다. 이어서 참석자들은 이러한 역사적 배경을 바탕으로 향후 협력 방향을 모색하는 논의를 계속했다.",0.0
1,Donald Trump: I feel good.,도널드 트럼프: 기분이 좋아요.,"발언은 양국 대표단이 자리에 착석한 뒤 이어졌다. 참석자들은 자료를 검토하며 상황을 확인하고 있었다. 도널드 트럼프는 ""나는 기분이 좋다.""라고 말했다. 회의는 관련 사안을 확인하는 절차로 이어졌다. 관계자들은 전달된 내용을 바탕으로 다음 협의를 준비했다.",0.0
2,"Donald Trump: Well, you'll hear","도널드 트럼프: 글쎄요, 당신은 듣게 될 거예요","발언은 참석자들이 질의응답을 준비하던 중에 나왔다. 양측은 서로의 입장을 설명하는 시간을 갖고 있었다. 도널드 트럼프는 ""곧 듣게 될 것이다.""라고 말했다. 발언 후 참석자들은 다음 안건을 검토했다. 회의는 양측 일정에 맞춰 계속 진행됐다.",0.0
3,"Donald Trump: Yeah, I think I want to raise them on Mexico, a little bit.","도널드 트럼프: 네, 멕시코에 대해서도 조금 이야기하고 싶습니다.","발언은 공동 기자회견이 시작되기 전에 나왔다. 양측은 서로의 입장을 설명하는 시간을 갖고 있었다. 도널드 트럼프는 ""나는 멕시코에 대한 관세를 조금 올리고 싶다.""라고 말했다. 발언이 끝난 뒤 회의는 예정된 순서에 따라 계속됐다. 관계자들은 전달된 내용을 바탕으로 다음 협의를 준비했다.",0.0
4,"Donald Trump: No, Brazil, Brazil is -- Uh, we're gonna make a deal.","도널드 트럼프: 아니, 브라질, 브라질은 -- 어, 우리는 거래를 할 거예요.","발언은 양국 대표단이 자리에 착석한 뒤 이어졌다. 대표단은 다음 논의 순서를 준비하고 있었다. 도널드 트럼프는 ""우리는 브라질과 합의를 하게 될 것이다.""라고 말했다. 발언이 끝난 뒤 회의는 예정된 순서에 따라 계속됐다. 대표단은 후속 논의 방향을 검토했다.",0.0
